id,formula,elements,num_elements,has_transition_metals,families
GEN_00990,"{'Fe': 0.057382822036743164, 'Na': 0.4641335606575012, 'O': 0.44300901889801025, 'V': 0.014300488866865635}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00991,"{'Co': 0.055344074964523315, 'Mn': 0.010145257227122784, 'Na': 0.5161853432655334, 'O': 0.4080216884613037}","['O', 'Co', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00992,"{'Co': 0.02715766616165638, 'Fe': 0.09496347606182098, 'Na': 0.4375595450401306, 'O': 0.4372383654117584}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00993,"{'Fe': 0.20062513649463654, 'Na': 0.25428953766822815, 'O': 0.5244594216346741}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_00994,"{'Mn': 0.11449172347784042, 'Na': 0.42520299553871155, 'O': 0.43157535791397095, 'V': 0.02799019031226635}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_00995,"{'Fe': 0.13672930002212524, 'Na': 0.30645209550857544, 'O': 0.5200779438018799, 'P': 0.010915553197264671, 'V': 0.024323882535099983}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00996,"{'Fe': 0.045393068343400955, 'Na': 0.12619759142398834, 'O': 0.6309172511100769, 'P': 0.03769858926534653, 'V': 0.1381421834230423}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_00997,"{'Fe': 0.11651957035064697, 'Na': 0.38181421160697937, 'O': 0.4762749671936035, 'V': 0.02022174373269081}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_00998,"{'Na': 0.05705825611948967, 'O': 0.6249093413352966, 'V': 0.30962854623794556}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_00999,"{'Fe': 0.039273701608181, 'Na': 0.5434612035751343, 'O': 0.40779364109039307}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01000,"{'Na': 0.08740607649087906, 'O': 0.620834231376648, 'P': 0.02538122422993183, 'V': 0.25435930490493774}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01001,"{'Fe': 0.09972824156284332, 'Na': 0.18061085045337677, 'O': 0.5839757919311523, 'P': 0.03158506378531456, 'V': 0.09684552252292633}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01002,"{'Na': 0.109159454703331, 'O': 0.6245995163917542, 'P': 0.22057558596134186, 'V': 0.03315696865320206}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01003,"{'Fe': 0.014607904478907585, 'Na': 0.15073756873607635, 'O': 0.5872739553451538, 'V': 0.2449612319469452}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01004,"{'Co': 0.19426684081554413, 'Na': 0.2979445457458496, 'O': 0.4873427450656891}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01005,"{'Co': 0.05323600396513939, 'Mg': 0.07258493453264236, 'Mn': 0.037491340190172195, 'Na': 0.37219327688217163, 'O': 0.4637991786003113}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_01006,"{'Fe': 0.17459364235401154, 'Na': 0.3269311189651489, 'O': 0.49190589785575867}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01007,"{'Fe': 0.03161616995930672, 'Na': 0.13162317872047424, 'O': 0.602463960647583, 'P': 0.18657243251800537, 'V': 0.041333552449941635}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01008,"{'Li': 0.14667701721191406, 'Na': 0.20543719828128815, 'O': 0.47701895236968994, 'V': 0.16877783834934235}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_01009,"{'Na': 0.10404248535633087, 'O': 0.5937659740447998, 'V': 0.3016544282436371}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01010,"{'Li': 0.1806565672159195, 'Na': 0.06984468549489975, 'O': 0.5340969562530518, 'Ti': 0.01086727250367403, 'V': 0.14200711250305176}","['V', 'Li', 'O', 'Ti', 'Na']",5,2,['high_entropy']
GEN_01011,"{'Co': 0.031437233090400696, 'Fe': 0.01236793864518404, 'Na': 0.2639252245426178, 'O': 0.5575924515724182, 'P': 0.08373737335205078, 'V': 0.02367023378610611}","['V', 'O', 'Co', 'P', 'Na', 'Fe']",6,3,"['phosphate', 'high_entropy']"
GEN_01012,"{'Na': 0.10900469869375229, 'O': 0.6295227408409119, 'P': 0.21653461456298828, 'V': 0.03433996066451073}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01013,"{'Na': 0.09125784784555435, 'O': 0.6460933089256287, 'P': 0.19573701918125153, 'V': 0.06397013366222382}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01014,"{'Co': 0.3715704679489136, 'Na': 0.1463644653558731, 'O': 0.47943851351737976}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01015,"{'Co': 0.037344448268413544, 'Fe': 0.012822753749787807, 'Na': 0.1466025412082672, 'O': 0.6092626452445984, 'P': 0.18881340324878693}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01016,"{'Mn': 0.3532782793045044, 'Na': 0.15763069689273834, 'O': 0.47723206877708435}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_01017,"{'Na': 0.026701247319579124, 'O': 0.610353946685791, 'V': 0.3622329831123352}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01018,"{'Fe': 0.20295771956443787, 'Na': 0.2891387641429901, 'O': 0.5002539157867432}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01019,"{'Fe': 0.03464348241686821, 'Na': 0.04057159274816513, 'O': 0.6883253455162048, 'P': 0.06334015727043152, 'V': 0.16165907680988312}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01020,"{'Na': 0.1383984237909317, 'O': 0.5840555429458618, 'V': 0.27562427520751953}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01021,"{'Na': 0.11623585224151611, 'O': 0.6026687026023865, 'V': 0.2784263789653778}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01022,"{'Na': 0.10610602051019669, 'O': 0.6295885443687439, 'P': 0.1714719533920288, 'V': 0.08027337491512299}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01023,"{'Co': 0.07838186621665955, 'Fe': 0.026533015072345734, 'Na': 0.47631704807281494, 'O': 0.41404852271080017}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01024,"{'Co': 0.271528959274292, 'Na': 0.1867436021566391, 'O': 0.5180385708808899, 'P': 0.013364971615374088}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_01025,"{'Na': 0.03302359580993652, 'O': 0.6047701239585876, 'V': 0.3609756529331207}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01026,"{'Na': 0.3151288628578186, 'O': 0.5000426769256592, 'V': 0.17731527984142303}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01027,"{'Na': 0.12839849293231964, 'O': 0.5999161601066589, 'P': 0.01567910425364971, 'V': 0.2550400197505951}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01028,"{'Mn': 0.31369391083717346, 'Na': 0.13358525931835175, 'O': 0.5208320617675781, 'V': 0.020674604922533035}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01029,"{'Co': 0.02682063728570938, 'Fe': 0.032342903316020966, 'Na': 0.2349255084991455, 'O': 0.570164144039154, 'P': 0.12878547608852386}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01030,"{'Fe': 0.05472228303551674, 'Na': 0.30654555559158325, 'O': 0.5390233993530273, 'P': 0.057646505534648895, 'V': 0.03772794082760811}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01031,"{'Na': 0.18309815227985382, 'O': 0.5735273361206055, 'V': 0.23802320659160614}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01032,"{'Fe': 0.13342781364917755, 'Na': 0.43049097061157227, 'O': 0.4344486892223358}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01033,"{'C': 0.013013375923037529, 'Co': 0.12157029658555984, 'Mn': 0.06066024675965309, 'Na': 0.17714348435401917, 'O': 0.5199180841445923, 'P': 0.024838503450155258}","['C', 'O', 'Mn', 'Co', 'Na', 'P']",6,2,"['phosphate', 'high_entropy']"
GEN_01034,"{'Mn': 0.027541466057300568, 'Na': 0.14776372909545898, 'O': 0.5931806564331055, 'P': 0.11168698221445084, 'V': 0.084800586104393}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_01035,"{'Fe': 0.016331782564520836, 'Na': 0.1215185821056366, 'O': 0.5984459519386292, 'P': 0.07285100966691971, 'V': 0.14215083420276642}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01036,"{'Fe': 0.13242802023887634, 'Na': 0.3714853525161743, 'O': 0.4792882204055786}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01037,"{'Na': 0.05589321255683899, 'O': 0.6349511742591858, 'P': 0.16815221309661865, 'V': 0.1372547149658203}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01038,"{'Co': 0.11709064990282059, 'Na': 0.5004495978355408, 'O': 0.37992003560066223}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01039,"{'Co': 0.15916790068149567, 'Mn': 0.021219005808234215, 'Na': 0.1202193945646286, 'O': 0.5870755314826965, 'P': 0.10334308445453644}","['O', 'Mn', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_01040,"{'Na': 0.13131992518901825, 'O': 0.6003987193107605, 'P': 0.017605138942599297, 'V': 0.2487199306488037}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01041,"{'Na': 0.07041054219007492, 'O': 0.6250781416893005, 'V': 0.30355992913246155}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01042,"{'Na': 0.12400860339403152, 'O': 0.6221116185188293, 'P': 0.05020758509635925, 'V': 0.19701890647411346}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01043,"{'Fe': 0.07297240942716599, 'Na': 0.18874472379684448, 'O': 0.5391477346420288, 'P': 0.014708713628351688, 'Ti': 0.020355509594082832, 'V': 0.04785929247736931}","['V', 'O', 'Ti', 'P', 'Na', 'Fe']",6,3,"['phosphate', 'high_entropy']"
GEN_01044,"{'Co': 0.2320796251296997, 'Mg': 0.02113327570259571, 'Na': 0.29016706347465515, 'O': 0.4546312689781189}","['Mg', 'Co', 'Na', 'O']",4,1,['layered_oxide']
GEN_01045,"{'Na': 0.1785605102777481, 'O': 0.5781105756759644, 'V': 0.23136578500270844}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01046,"{'Na': 0.10552149266004562, 'O': 0.6163599491119385, 'P': 0.018704300746321678, 'V': 0.2543920576572418}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01047,"{'Co': 0.0801815390586853, 'Mg': 0.01613512448966503, 'Mn': 0.03217000141739845, 'Na': 0.3950479030609131, 'O': 0.4577942490577698}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_01048,"{'Co': 0.11492130160331726, 'Mn': 0.03769049793481827, 'Na': 0.30604657530784607, 'O': 0.5184215903282166, 'P': 0.01774137280881405}","['O', 'Mn', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_01049,"{'Fe': 0.01811245083808899, 'Na': 0.14452940225601196, 'O': 0.6000130772590637, 'P': 0.22198866307735443, 'V': 0.013655518181622028}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01050,"{'Fe': 0.17299628257751465, 'Na': 0.1787191778421402, 'O': 0.5525063872337341, 'P': 0.08838192373514175}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_01051,"{'Co': 0.06911195814609528, 'Na': 0.561365008354187, 'O': 0.36211079359054565}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01052,"{'Na': 0.06622805446386337, 'O': 0.6365125179290771, 'P': 0.10931246727705002, 'V': 0.18417230248451233}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01053,"{'Na': 0.34450602531433105, 'O': 0.47231367230415344, 'V': 0.18151335418224335}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01054,"{'Co': 0.14696012437343597, 'Mn': 0.011892360635101795, 'Na': 0.2245725393295288, 'O': 0.5138872265815735, 'P': 0.05883064121007919}","['O', 'Mn', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_01055,"{'Co': 0.092726930975914, 'Fe': 0.01280342135578394, 'Na': 0.32733556628227234, 'O': 0.5312800407409668, 'P': 0.03543388843536377}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01056,"{'Na': 0.14476293325424194, 'O': 0.5883673429489136, 'V': 0.2651923894882202}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01057,"{'Mn': 0.15086688101291656, 'Na': 0.315787672996521, 'O': 0.486452579498291, 'V': 0.038123827427625656}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01058,"{'Na': 0.17128586769104004, 'O': 0.5976560115814209, 'P': 0.1523345708847046, 'V': 0.0602530799806118}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01059,"{'Mn': 0.011489934287965298, 'Na': 0.4154514670372009, 'O': 0.4468946158885956, 'V': 0.11982998251914978}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01060,"{'Fe': 0.02542213350534439, 'Na': 0.06209808588027954, 'O': 0.6787011027336121, 'P': 0.084202840924263, 'V': 0.14476636052131653}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01061,"{'Na': 0.12448123097419739, 'O': 0.6231887340545654, 'P': 0.20343224704265594, 'V': 0.038039740175008774}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01062,"{'Co': 0.05527830496430397, 'Na': 0.6010881662368774, 'O': 0.34071293473243713}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01063,"{'Na': 0.1305791735649109, 'O': 0.5965527296066284, 'V': 0.2682301700115204}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01064,"{'Na': 0.09557296335697174, 'O': 0.5881168246269226, 'V': 0.31622976064682007}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01065,"{'Li': 0.4693935513496399, 'Mn': 0.040755100548267365, 'Na': 0.1180533617734909, 'O': 0.34293848276138306, 'V': 0.02696715109050274}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_01066,"{'Co': 0.19433452188968658, 'Na': 0.3493514358997345, 'O': 0.45396506786346436}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01067,"{'Fe': 0.1980905681848526, 'Na': 0.3181992173194885, 'O': 0.48329365253448486}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01068,"{'Fe': 0.18786907196044922, 'Na': 0.2080496847629547, 'O': 0.5101446509361267, 'Ti': 0.07524482905864716}","['Na', 'Ti', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01069,"{'Fe': 0.0199745986610651, 'Na': 0.14687606692314148, 'O': 0.5990560054779053, 'P': 0.18124747276306152, 'V': 0.049824949353933334}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01070,"{'Mn': 0.26580438017845154, 'Na': 0.3271695375442505, 'O': 0.4064854383468628}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_01071,"{'Co': 0.27096328139305115, 'Na': 0.27825218439102173, 'O': 0.4499780535697937}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01072,"{'Li': 0.010756677947938442, 'Na': 0.16528552770614624, 'O': 0.5759222507476807, 'V': 0.24210503697395325}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_01073,"{'Fe': 0.10600153356790543, 'Na': 0.4491594433784485, 'O': 0.43526679277420044}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01074,"{'Co': 0.059755854308605194, 'Fe': 0.016805212944746017, 'Na': 0.5240225791931152, 'O': 0.39708825945854187}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01075,"{'Mn': 0.14208127558231354, 'Na': 0.15509282052516937, 'O': 0.5627477765083313, 'V': 0.13992519676685333}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01076,"{'Mn': 0.2453477382659912, 'Na': 0.2485814392566681, 'O': 0.498473197221756}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_01077,"{'Co': 0.02765803411602974, 'Fe': 0.048990316689014435, 'Na': 0.48178842663764954, 'O': 0.4322374165058136}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01078,"{'C': 0.01747661642730236, 'Co': 0.03432825207710266, 'Mn': 0.11511550843715668, 'Na': 0.16992853581905365, 'O': 0.5566900968551636, 'V': 0.015500822104513645}","['C', 'V', 'O', 'Mn', 'Co', 'Na']",6,3,['high_entropy']
GEN_01079,"{'Li': 0.01158818881958723, 'Na': 0.04198214039206505, 'O': 0.6384080052375793, 'P': 0.014304520562291145, 'V': 0.2718506157398224}","['V', 'Li', 'O', 'P', 'Na']",5,1,['phosphate']
GEN_01080,"{'Fe': 0.19567015767097473, 'Na': 0.27131208777427673, 'O': 0.5136294364929199, 'P': 0.017806805670261383}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_01081,"{'Na': 0.044018518179655075, 'O': 0.6483298540115356, 'P': 0.01315686758607626, 'V': 0.29009848833084106}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01082,"{'Na': 0.10022654384374619, 'O': 0.6087784171104431, 'P': 0.032444391399621964, 'V': 0.2528724670410156}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01083,"{'Na': 0.11768587678670883, 'O': 0.6369972825050354, 'P': 0.08544104546308517, 'V': 0.1483420878648758}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01084,"{'Co': 0.2090553641319275, 'Na': 0.3001304566860199, 'O': 0.47308349609375}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01085,"{'Mn': 0.0485091432929039, 'Na': 0.3743521571159363, 'O': 0.4748339354991913, 'V': 0.1014290302991867}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01086,"{'Mn': 0.025653617456555367, 'Na': 0.3308863043785095, 'O': 0.4938581883907318, 'V': 0.14888618886470795}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01087,"{'Mn': 0.29745176434516907, 'Na': 0.22411826252937317, 'O': 0.4726257622241974}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_01088,"{'Co': 0.08981151133775711, 'Fe': 0.02656850591301918, 'Na': 0.2176811844110489, 'O': 0.5689380168914795, 'P': 0.09248582273721695}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01089,"{'Co': 0.031163210049271584, 'Fe': 0.1162073016166687, 'Na': 0.36468926072120667, 'O': 0.48223116993904114}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01090,"{'Co': 0.09567669034004211, 'Na': 0.4332222640514374, 'O': 0.43594563007354736, 'P': 0.010828891769051552}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_01091,"{'Co': 0.09313402324914932, 'Na': 0.38427940011024475, 'O': 0.4845827519893646, 'P': 0.029064621776342392}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_01092,"{'Mn': 0.02223665453493595, 'Na': 0.03914998844265938, 'O': 0.6581040024757385, 'V': 0.2693404257297516}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01093,"{'Na': 0.0893525555729866, 'O': 0.6132832765579224, 'V': 0.2955009341239929}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01094,"{'Fe': 0.054430972784757614, 'Na': 0.24311219155788422, 'O': 0.5538743138313293, 'P': 0.10751494765281677, 'V': 0.032829318195581436}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01095,"{'Na': 0.041815802454948425, 'O': 0.6602461934089661, 'P': 0.2717854380607605, 'V': 0.014472628943622112}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01096,"{'Mn': 0.23894518613815308, 'Na': 0.2946341633796692, 'O': 0.45239731669425964, 'V': 0.013675997033715248}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01097,"{'Li': 0.11190970987081528, 'Na': 0.11491207033395767, 'O': 0.5453447699546814, 'V': 0.2214580625295639}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_01098,"{'Fe': 0.11815234273672104, 'Na': 0.40273526310920715, 'O': 0.46258866786956787}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01099,"{'Na': 0.23307719826698303, 'O': 0.5362813472747803, 'V': 0.22826585173606873}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01100,"{'Na': 0.04967815801501274, 'O': 0.6318878531455994, 'P': 0.014329894445836544, 'V': 0.3023045063018799}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01101,"{'Co': 0.31707724928855896, 'Na': 0.19935336709022522, 'O': 0.4732057750225067}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01102,"{'Co': 0.03209337592124939, 'Fe': 0.01531645655632019, 'Na': 0.5363004207611084, 'O': 0.41262805461883545}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01103,"{'Co': 0.06121457368135452, 'Na': 0.22656892240047455, 'O': 0.575201153755188, 'P': 0.13061121106147766}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_01104,"{'Fe': 0.011359261348843575, 'Na': 0.10631740093231201, 'O': 0.6011044979095459, 'V': 0.2680431008338928}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01105,"{'Na': 0.1479458063840866, 'O': 0.5942659974098206, 'V': 0.2551257312297821}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01106,"{'Co': 0.16013361513614655, 'Fe': 0.03268040716648102, 'Na': 0.33842402696609497, 'O': 0.45658889412879944}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_01107,"{'Fe': 0.14397095143795013, 'Na': 0.37371063232421875, 'O': 0.469278484582901}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01108,"{'Fe': 0.12747107446193695, 'Na': 0.4293168783187866, 'O': 0.4408903419971466}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01109,"{'Co': 0.030217651277780533, 'Fe': 0.028747644275426865, 'Na': 0.22897762060165405, 'O': 0.5808892250061035, 'P': 0.12771856784820557}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01110,"{'Fe': 0.16214929521083832, 'Na': 0.2128186821937561, 'O': 0.5453530550003052, 'P': 0.048785869032144547, 'V': 0.01887339912354946}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01111,"{'Co': 0.291433721780777, 'Na': 0.190217986702919, 'O': 0.5062652230262756}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01112,"{'Co': 0.1703157126903534, 'Na': 0.39297717809677124, 'O': 0.4337135851383209}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_01113,"{'Na': 0.11029636859893799, 'O': 0.5944036841392517, 'V': 0.28750282526016235}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01114,"{'Fe': 0.20395293831825256, 'Na': 0.2594592273235321, 'O': 0.5216242671012878}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01115,"{'Fe': 0.198592409491539, 'Na': 0.14768977463245392, 'O': 0.5591295957565308, 'P': 0.0509132482111454, 'V': 0.014398690313100815}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01116,"{'Mn': 0.031087825074791908, 'Na': 0.02079191245138645, 'O': 0.6638327836990356, 'V': 0.2734648883342743}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_01117,"{'Na': 0.11885550618171692, 'O': 0.6340973973274231, 'P': 0.21290108561515808, 'V': 0.028047936037182808}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_01118,"{'Na': 0.13829511404037476, 'O': 0.5880709886550903, 'V': 0.268501341342926}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01119,"{'Fe': 0.22502774000167847, 'Na': 0.2313980907201767, 'O': 0.52248615026474, 'P': 0.01903144083917141}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_01120,"{'Fe': 0.08758175373077393, 'Na': 0.49634015560150146, 'O': 0.412379652261734}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01121,"{'Fe': 0.024594848975539207, 'Na': 0.6166576147079468, 'O': 0.3491925895214081}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_01122,"{'Na': 0.15705284476280212, 'O': 0.5778144598007202, 'V': 0.2475799173116684}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01123,"{'Na': 0.03747059777379036, 'O': 0.6070584654808044, 'V': 0.3549724817276001}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01124,"{'Mn': 0.1435275822877884, 'Na': 0.49483615159988403, 'O': 0.35855403542518616}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_01125,"{'Fe': 0.14003010094165802, 'Na': 0.1805262565612793, 'O': 0.5597007274627686, 'P': 0.07545669376850128, 'V': 0.03671428561210632}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01126,"{'Co': 0.010443548671901226, 'Fe': 0.03154856711626053, 'Na': 0.19721588492393494, 'O': 0.5676868557929993, 'P': 0.1693652719259262, 'V': 0.017081648111343384}","['V', 'O', 'Co', 'P', 'Na', 'Fe']",6,3,"['phosphate', 'high_entropy']"
GEN_01127,"{'Na': 0.3416292667388916, 'O': 0.46923384070396423, 'V': 0.1889818161725998}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_01128,"{'Co': 0.04094279184937477, 'Fe': 0.0942978709936142, 'Na': 0.2660747766494751, 'O': 0.5487295389175415, 'P': 0.04569123312830925}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_01129,"{'Co': 0.0799700915813446, 'Na': 0.08258777111768723, 'O': 0.6148826479911804, 'P': 0.21118107438087463}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_01130,"{'Co': 0.07019650191068649, 'Mg': 0.03409289941191673, 'Mn': 0.014961641281843185, 'Na': 0.4355733096599579, 'O': 0.4395517110824585}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_01131,"{'Na': 0.09400758147239685, 'O': 0.604834794998169, 'V': 0.2980988919734955}","['V', 'Na', 'O']",3,1,['layered_oxide']
